LR,Heads,Embeddings,Block Size,Batch Size,Layers,Step,Training Loss,Validation Loss,Accumulated Time Sec
0.0003,12,768,128,64,4,8000,0.0858,4.6591,2948.163561820984
0.0003,12,768,128,64,4,8100,0.0858,4.6146,2984.702215194702
0.0003,12,768,128,64,4,8200,0.0852,4.5740,3021.264045715332
0.0003,12,768,128,64,4,8300,0.0846,4.6916,3057.8295018672943
0.0003,12,768,128,64,4,8400,0.0853,4.6893,3094.390864133835
0.0003,12,768,128,64,4,8500,0.0849,4.7209,25568.2415869236
0.0003,12,768,128,64,4,8600,0.0848,4.6801,25604.485159397125
0.0003,12,768,128,64,4,8700,0.0851,4.6895,25640.55192065239
0.0003,12,768,128,64,4,8800,0.0846,4.6771,25676.74967265129
0.0003,12,768,128,64,4,8900,0.0847,4.6719,25713.29211783409
0.0003,12,768,128,64,4,9000,0.0842,4.7114,25749.932691812515
0.0003,12,768,128,64,4,9100,0.0842,4.7856,25786.754257678986
0.0003,12,768,128,64,4,9200,0.0843,4.8092,25823.46851181984
0.0003,12,768,128,64,4,9300,0.0839,4.7849,25860.428162813187
0.0003,12,768,128,64,4,9400,0.0837,4.7919,25897.536907672882
0.0003,12,768,128,64,4,9500,0.0842,4.7983,25933.979569911957
0.0003,12,768,128,64,4,9600,0.0845,4.7498,25970.496787309647
0.0003,12,768,128,64,4,9700,0.0829,4.7885,26006.898946762085
0.0003,12,768,128,64,4,9800,0.0833,4.8398,26043.36244916916
0.0003,12,768,128,64,4,9900,0.0832,4.7406,26079.883533477783
0.0006,8,512,128,64,6,0,4.5906,4.5921,15.47118091583252
0.0006,8,512,128,64,6,100,2.4736,2.5620,43.83664512634277
0.0006,8,512,128,64,6,200,2.1248,2.2656,72.35126280784607
0.0006,8,512,128,64,6,300,1.7269,1.9750,100.80600333213806
0.0006,8,512,128,64,6,400,1.4784,1.8049,129.7368357181549
0.0006,8,512,128,64,6,500,1.3031,1.7513,159.07547044754028
0.0006,8,512,128,64,6,600,1.1586,1.7545,187.8532247543335
0.0006,8,512,128,64,6,700,1.0224,1.7911,216.34675550460815
0.0006,8,512,128,64,6,800,0.8771,1.8211,244.86916637420654
0.0006,8,512,128,64,6,900,0.7490,1.8816,273.34140276908875
0.0006,8,512,128,64,6,1000,0.6216,1.9807,301.791298866272
0.0006,8,512,128,64,6,1100,0.4945,2.1121,330.2924473285675
0.0006,8,512,128,64,6,1200,0.3930,2.2407,358.77930974960327
0.0006,8,512,128,64,6,1300,0.3061,2.4248,387.27969241142273
0.0006,8,512,128,64,6,1400,0.2484,2.4989,416.2905340194702
0.0006,8,512,128,64,6,1500,0.2043,2.6852,444.6484079360962
0.0006,8,512,128,64,6,1600,0.1723,2.8066,473.4412212371826
0.0006,8,512,128,64,6,1700,0.1543,2.9349,501.9061207771301
0.0006,8,512,128,64,6,1800,0.1440,2.9671,530.3797497749329
0.0006,8,512,128,64,6,1900,0.1318,3.0908,558.9140121936798
0.0006,8,512,128,64,6,2000,0.1278,3.1724,587.4105088710785
0.0006,8,512,128,64,6,2100,0.1241,3.2420,615.8452596664429
0.0006,8,512,128,64,6,2200,0.1194,3.3390,644.3388130664825
0.0006,8,512,128,64,6,2300,0.1155,3.3162,672.7851433753967
0.0006,8,512,128,64,6,2400,0.1136,3.4325,701.3054485321045
0.0006,8,512,128,64,6,2500,0.1110,3.4997,729.7846648693085
0.0006,8,512,128,64,6,2600,0.1097,3.5187,758.2944047451019
0.0006,8,512,128,64,6,2700,0.1080,3.5654,786.794337272644
0.0006,8,512,128,64,6,2800,0.1051,3.6209,815.318953037262
0.0006,8,512,128,64,6,2900,0.1045,3.6596,843.8809721469879
0.0006,8,512,128,64,6,3000,0.1048,3.6616,872.3750913143158
0.0006,8,512,128,64,6,3100,0.1043,3.6984,900.8207597732544
0.0006,8,512,128,64,6,3200,0.1020,3.7686,929.3465619087219
0.0006,8,512,128,64,6,3300,0.1010,3.7595,957.7491612434387
0.0006,8,512,128,64,6,3400,0.1007,3.8024,986.2931859493256
0.0006,8,512,128,64,6,3500,0.0997,3.8161,1014.7535393238068
0.0006,8,512,128,64,6,3600,0.0988,3.7681,1043.2200422286987
0.0006,8,512,128,64,6,3700,0.0974,3.8937,1071.724256515503
0.0006,8,512,128,64,6,3800,0.0975,3.9303,1100.1937000751495
0.0006,8,512,128,64,6,3900,0.0975,3.8832,1128.687527179718
0.0006,8,512,128,64,6,4000,0.0961,3.9386,1157.1921677589417
0.0006,8,512,128,64,6,4100,0.0959,3.9494,1185.68404006958
0.0006,8,512,128,64,6,4200,0.0963,3.9659,1214.2049045562744
0.0006,8,512,128,64,6,4300,0.0945,3.9572,1242.7178432941437
0.0006,8,512,128,64,6,4400,0.0940,3.9648,1271.2156467437744
0.0006,8,512,128,64,6,4500,0.0940,4.0411,1299.6806108951569
0.0006,8,512,128,64,6,4600,0.0941,4.0175,1328.1685795783997
0.0006,8,512,128,64,6,4700,0.0932,4.0234,1356.612058877945
0.0006,8,512,128,64,6,4800,0.0937,4.0485,1385.2080812454224
0.0006,8,512,128,64,6,4900,0.0927,4.0762,1413.692762851715
0.0006,8,512,128,64,6,5000,0.0925,4.1191,1442.1915390491486
0.0006,8,512,128,64,6,5100,0.0921,4.0841,1470.7220187187195
0.0006,8,512,128,64,6,5200,0.0917,4.1371,1499.2765057086945
0.0006,8,512,128,64,6,5300,0.0911,4.1551,1527.8003842830658
0.0006,8,512,128,64,6,5400,0.0909,4.1788,1556.311334848404
0.0006,8,512,128,64,6,5500,0.0913,4.1490,1584.8232414722443
0.0006,8,512,128,64,6,5600,0.0908,4.1293,1613.3116145133972
0.0006,8,512,128,64,6,5700,0.0909,4.1486,1641.8083174228668
0.0006,8,512,128,64,6,5800,0.0902,4.2504,1670.2880816459656
0.0006,8,512,128,64,6,5900,0.0892,4.2563,1698.7710638046265
0.0006,8,512,128,64,6,6000,0.0901,4.2909,1727.2831497192383
0.0006,8,512,128,64,6,6100,0.0890,4.3077,1755.8822355270386
0.0006,8,512,128,64,6,6200,0.0890,4.2452,1784.429228067398
0.0006,8,512,128,64,6,6300,0.0889,4.2658,1812.9629211425781
0.0006,8,512,128,64,6,6400,0.0889,4.3046,1841.4828202724457
0.0006,8,512,128,64,6,6500,0.0880,4.3814,1869.9629051685333
0.0006,8,512,128,64,6,6600,0.0884,4.3461,1898.5058739185333
0.0006,8,512,128,64,6,6700,0.0884,4.3179,1927.0422673225403
0.0006,8,512,128,64,6,6800,0.0881,4.3026,1955.5603902339935
0.0006,8,512,128,64,6,6900,0.0883,4.3016,1984.0542783737183
0.0006,8,512,128,64,6,7000,0.0874,4.3706,2012.5522422790527
0.0006,8,512,128,64,6,7100,0.0875,4.3466,2041.063437461853
0.0006,8,512,128,64,6,7200,0.0870,4.4279,2069.6069412231445
0.0006,8,512,128,64,6,7300,0.0870,4.4011,2098.159756422043
0.0006,8,512,128,64,6,7400,0.0865,4.4137,2126.678679704666
0.0006,8,512,128,64,6,7500,0.0867,4.4101,2155.2236082553864
0.0006,8,512,128,64,6,7600,0.0874,4.4818,2183.7445056438446
0.0006,8,512,128,64,6,7700,0.0859,4.4321,2212.243595600128
0.0006,8,512,128,64,6,7800,0.0863,4.4314,2240.7476201057434
0.0006,8,512,128,64,6,7900,0.0863,4.4694,2269.268719434738
0.0006,8,512,128,64,6,8000,0.0864,4.4974,2297.7548367977142
0.0006,8,512,128,64,6,8100,0.0851,4.4880,2326.2551493644714
0.0006,8,512,128,64,6,8200,0.0857,4.5015,2354.760461807251
0.0006,8,512,128,64,6,8300,0.0858,4.4850,2383.2742116451263
0.0006,8,512,128,64,6,8400,0.0855,4.5138,2411.7615978717804
0.0006,8,512,128,64,6,8500,0.0857,4.5023,2440.3564903736115
0.0006,8,512,128,64,6,8600,0.0856,4.5618,2468.8568708896637
0.0006,8,512,128,64,6,8700,0.0853,4.5473,2497.351047515869
0.0006,8,512,128,64,6,8800,0.0846,4.4863,2525.8477959632874
0.0006,8,512,128,64,6,8900,0.0848,4.5544,2554.3721256256104
0.0006,8,512,128,64,6,9000,0.0850,4.5554,2582.8880064487457
0.0006,8,512,128,64,6,9100,0.0843,4.5777,2611.4906799793243
0.0006,8,512,128,64,6,9200,0.0849,4.6530,2640.059067249298
0.0006,8,512,128,64,6,9300,0.0846,4.5598,2668.60494017601
0.0006,8,512,128,64,6,9400,0.0841,4.5926,2697.181411743164
0.0006,8,512,128,64,6,9500,0.0838,4.6445,2725.6731083393097
0.0006,8,512,128,64,6,9600,0.0842,4.6579,2754.170238018036
0.0006,8,512,128,64,6,9700,0.0838,4.6618,2782.6775851249695
0.0006,8,512,128,64,6,9800,0.0838,4.5747,2811.195172071457
0.0006,8,512,128,64,6,9900,0.0837,4.7643,2839.707619667053
0.00025,12,768,128,48,6,0,4.5780,4.5841,22.74733066558838
0.00025,12,768,128,48,6,100,2.4768,2.5582,65.17643976211548
0.00025,12,768,128,48,6,200,2.2832,2.4162,107.61521100997925
0.00025,12,768,128,48,6,300,1.9039,2.0991,149.99185466766357
0.00025,12,768,128,48,6,400,1.6560,1.9257,192.49355483055115
0.00025,12,768,128,48,6,500,1.4802,1.8355,234.95435070991516
0.00025,12,768,128,48,6,600,1.3507,1.7795,277.39625000953674
0.00025,12,768,128,48,6,700,1.2405,1.7510,319.85794162750244
0.00025,12,768,128,48,6,800,1.1352,1.7398,362.3062183856964
0.00025,12,768,128,48,6,900,1.0271,1.7604,404.6779866218567
0.00025,12,768,128,48,6,1000,0.9285,1.8045,447.0466516017914
0.00025,12,768,128,48,6,1100,0.8284,1.8859,489.42540860176086
0.00025,12,768,128,48,6,1200,0.7136,1.9505,531.7389242649078
0.00025,12,768,128,48,6,1300,0.6111,2.0370,574.1327600479126
0.00025,12,768,128,48,6,1400,0.5188,2.1163,616.5880935192108
0.00025,12,768,128,48,6,1500,0.4226,2.2648,658.9554884433746
0.00025,12,768,128,48,6,1600,0.3426,2.3371,701.3650224208832
0.00025,12,768,128,48,6,1700,0.2870,2.4593,743.7257971763611
0.00025,12,768,128,48,6,1800,0.2357,2.6093,786.1229159832001
0.00025,12,768,128,48,6,1900,0.2029,2.6839,828.5390048027039
0.00025,12,768,128,48,6,2000,0.1780,2.8352,870.8905794620514
0.00025,12,768,128,48,6,2100,0.1599,2.9262,913.3069767951965
0.00025,12,768,128,48,6,2200,0.1494,3.0035,955.6739659309387
0.00025,12,768,128,48,6,2300,0.1413,3.1073,998.0075330734253
0.00025,12,768,128,48,6,2400,0.1317,3.1728,1040.4407923221588
0.00025,12,768,128,48,6,2500,0.1291,3.2381,1082.8860704898834
0.00025,12,768,128,48,6,2600,0.1241,3.3623,1125.2810661792755
0.00025,12,768,128,48,6,2700,0.1217,3.4008,1167.654854297638
0.00025,12,768,128,48,6,2800,0.1190,3.4353,1210.0231807231903
0.00025,12,768,128,48,6,2900,0.1164,3.4385,1252.4849932193756
0.00025,12,768,128,48,6,3000,0.1150,3.5029,1294.8487639427185
0.00025,12,768,128,48,6,3100,0.1110,3.5753,1337.0079312324524
0.00025,12,768,128,48,6,3200,0.1112,3.6027,1379.243134021759
0.00025,12,768,128,48,6,3300,0.1109,3.6255,1421.4271943569183
0.00025,12,768,128,48,6,3400,0.1079,3.6894,1463.6143016815186
0.00025,12,768,128,48,6,3500,0.1066,3.7466,1505.807939529419
0.00025,12,768,128,48,6,3600,0.1061,3.7102,1547.9936609268188
0.00025,12,768,128,48,6,3700,0.1056,3.7622,1590.2293334007263
0.00025,12,768,128,48,6,3800,0.1049,3.8169,1632.4815521240234
0.00025,12,768,128,48,6,3900,0.1030,3.9149,1674.7553541660309
0.00025,12,768,128,48,6,4000,0.1045,3.9033,1717.049292087555
0.00025,12,768,128,48,6,4100,0.1025,3.8689,1759.2641685009003
0.00025,12,768,128,48,6,4200,0.1016,3.9215,1801.491253376007
0.00025,12,768,128,48,6,4300,0.1002,3.9598,1843.7689576148987
0.00025,12,768,128,48,6,4400,0.1003,4.0267,1886.0192794799805
0.00025,12,768,128,48,6,4500,0.0993,3.9828,1928.2889001369476
0.00025,12,768,128,48,6,4600,0.1002,3.8980,1970.6032800674438
0.00025,12,768,128,48,6,4700,0.0988,4.0375,2012.8905725479126
0.00025,12,768,128,48,6,4800,0.0979,4.0550,2055.1716091632843
0.00025,12,768,128,48,6,4900,0.0975,4.0856,2097.4354939460754
0.00025,12,768,128,48,6,5000,0.0978,4.0733,2139.647752761841
0.00025,12,768,128,48,6,5100,0.0969,4.0358,2181.9189517498016
0.00025,12,768,128,48,6,5200,0.0966,4.0557,2224.31046295166
0.00025,12,768,128,48,6,5300,0.0961,4.1215,2266.6497831344604
0.00025,12,768,128,48,6,5400,0.0953,4.1053,2308.945453643799
0.00025,12,768,128,48,6,5500,0.0952,4.1369,2351.2224287986755
0.00025,12,768,128,48,6,5600,0.0950,4.1998,2393.495628118515
0.00025,12,768,128,48,6,5700,0.0950,4.0940,2435.806116104126
0.00025,12,768,128,48,6,5800,0.0946,4.1770,2478.1062870025635
0.00025,12,768,128,48,6,5900,0.0933,4.2262,2520.3743999004364
0.00025,12,768,128,48,6,6000,0.0936,4.2277,2562.6983802318573
0.00025,12,768,128,48,6,6100,0.0931,4.1876,2604.979820728302
0.00025,12,768,128,48,6,6200,0.0933,4.1815,2647.2959322929382
0.00025,12,768,128,48,6,6300,0.0927,4.1847,2689.595974445343
0.00025,12,768,128,48,6,6400,0.0931,4.2042,2731.8704211711884
0.00025,12,768,128,48,6,6500,0.0915,4.3355,2774.1833968162537
0.00025,12,768,128,48,6,6600,0.0917,4.3379,2816.457696914673
0.00025,12,768,128,48,6,6700,0.0913,4.3665,2858.7929952144623
0.00025,12,768,128,48,6,6800,0.0913,4.3886,2901.1444997787476
0.00025,12,768,128,48,6,6900,0.0918,4.2518,2943.4420697689056
0.00025,12,768,128,48,6,7000,0.0908,4.3426,2985.744107246399
0.00025,12,768,128,48,6,7100,0.0909,4.3946,3028.077761411667
0.00025,12,768,128,48,6,7200,0.0900,4.3914,3070.3943033218384
0.00025,12,768,128,48,6,7300,0.0904,4.3020,3112.688019514084
0.00025,12,768,128,48,6,7400,0.0892,4.3911,3155.0248308181763
0.00025,12,768,128,48,6,7500,0.0899,4.4263,3197.3489139080048
0.00025,12,768,128,48,6,7600,0.0893,4.3027,3239.689977169037
0.00025,12,768,128,48,6,7700,0.0892,4.3494,3282.0027985572815
0.00025,12,768,128,48,6,7800,0.0892,4.3794,3324.2991540431976
0.00025,12,768,128,48,6,7900,0.0887,4.4218,3366.6114406585693
0.00025,12,768,128,48,6,8000,0.0885,4.4128,3408.8883945941925
0.00025,12,768,128,48,6,8100,0.0883,4.4602,3451.25888299942
0.00025,12,768,128,48,6,8200,0.0880,4.4930,3493.69797205925
0.00025,12,768,128,48,6,8300,0.0884,4.4481,3536.040685415268
0.00025,12,768,128,48,6,8400,0.0885,4.4386,3578.3577263355255
0.00025,12,768,128,48,6,8500,0.0880,4.5468,3620.6823382377625
0.00025,12,768,128,48,6,8600,0.0877,4.4896,3662.985424518585
0.00025,12,768,128,48,6,8700,0.0873,4.5078,3705.3053851127625
0.00025,12,768,128,48,6,8800,0.0875,4.5000,3747.636829137802
0.00025,12,768,128,48,6,8900,0.0876,4.4605,3790.008828639984
0.00025,12,768,128,48,6,9000,0.0870,4.4783,3832.4154188632965
0.00025,12,768,128,48,6,9100,0.0866,4.5525,3874.7400732040405
0.00025,12,768,128,48,6,9200,0.0867,4.5269,3917.0800433158875
0.00025,12,768,128,48,6,9300,0.0867,4.5733,3959.41410112381
0.00025,12,768,128,48,6,9400,0.0866,4.5815,4001.7379117012024
0.00025,12,768,128,48,6,9500,0.0859,4.5778,4044.0508558750153
0.00025,12,768,128,48,6,9600,0.0860,4.5408,4086.4358546733856
0.00025,12,768,128,48,6,9700,0.0868,4.5503,4128.729149580002
0.00025,12,768,128,48,6,9800,0.0856,4.5154,4171.055058956146
0.00025,12,768,128,48,6,9900,0.0859,4.5799,4213.370509386063
0.0006,12,768,128,48,4,0,4.6387,4.6353,15.424402475357056
0.0006,12,768,128,48,4,100,2.4715,2.5681,44.03419470787048
0.0006,12,768,128,48,4,200,2.0953,2.2518,72.65714573860168
0.0006,12,768,128,48,4,300,1.7475,1.9909,101.2827980518341
0.0006,12,768,128,48,4,400,1.5155,1.8545,129.90147161483765
0.0006,12,768,128,48,4,500,1.3374,1.7830,158.61283326148987
0.0006,12,768,128,48,4,600,1.1996,1.7710,187.2457239627838
0.0006,12,768,128,48,4,700,1.0599,1.8056,215.86369371414185
0.0006,12,768,128,48,4,800,0.9273,1.8417,244.50072741508484
0.0006,12,768,128,48,4,900,0.7957,1.8815,273.13217759132385
0.0006,12,768,128,48,4,1000,0.6723,2.0111,301.76475286483765
0.0006,12,768,128,48,4,1100,0.5439,2.1109,330.3970603942871
0.0006,12,768,128,48,4,1200,0.4395,2.2511,359.04092597961426
0.0006,12,768,128,48,4,1300,0.3499,2.3936,387.67090940475464
0.0006,12,768,128,48,4,1400,0.2784,2.5408,416.30808997154236
0.0006,12,768,128,48,4,1500,0.2257,2.6563,450.9973089694977
0.0006,12,768,128,48,4,1600,0.1903,2.7972,479.6667582988739
0.0006,12,768,128,48,4,1700,0.1688,2.9548,508.3441548347473
0.0006,12,768,128,48,4,1800,0.1542,3.0386,537.0018975734711
0.0006,12,768,128,48,4,1900,0.1434,3.0890,565.6458342075348
0.0006,12,768,128,48,4,2000,0.1345,3.1859,594.2831280231476
0.0006,12,768,128,48,4,2100,0.1266,3.3028,622.9321846961975
0.0006,12,768,128,48,4,2200,0.1232,3.3538,651.5737476348877
0.0006,12,768,128,48,4,2300,0.1199,3.4425,680.2217004299164
0.0006,12,768,128,48,4,2400,0.1174,3.4344,708.8814480304718
0.0006,12,768,128,48,4,2500,0.1137,3.4920,737.5257656574249
0.0006,12,768,128,48,4,2600,0.1113,3.5884,766.1758439540863
0.0006,12,768,128,48,4,2700,0.1115,3.5864,794.8256056308746
0.0006,12,768,128,48,4,2800,0.1087,3.6533,823.4853649139404
0.0006,12,768,128,48,4,2900,0.1069,3.6619,852.134937286377
0.0006,12,768,128,48,4,3000,0.1059,3.6623,880.7824246883392
0.0006,12,768,128,48,4,3100,0.1046,3.7018,909.4229412078857
0.0006,12,768,128,48,4,3200,0.1049,3.7653,938.0802805423737
0.0006,12,768,128,48,4,3300,0.1030,3.8250,966.7362442016602
0.0006,12,768,128,48,4,3400,0.1021,3.7967,995.3739709854126
0.0006,12,768,128,48,4,3500,0.1014,3.9054,1024.0247716903687
0.0006,12,768,128,48,4,3600,0.1013,3.8830,1052.6605303287506
0.0006,12,768,128,48,4,3700,0.0998,3.9369,1081.3137459754944
0.0006,12,768,128,48,4,3800,0.0991,3.8824,1109.9613873958588
0.0006,12,768,128,48,4,3900,0.0995,3.9207,1138.5966005325317
0.0006,12,768,128,48,4,4000,0.0979,3.9666,1167.238327741623
0.0006,12,768,128,48,4,4100,0.0978,3.9525,1195.8663516044617
0.0006,12,768,128,48,4,4200,0.0971,4.0597,1224.4881417751312
0.0006,12,768,128,48,4,4300,0.0965,4.0695,1253.1156585216522
0.0006,12,768,128,48,4,4400,0.0964,4.1115,1281.751737356186
0.0006,12,768,128,48,4,4500,0.0970,4.0611,1310.3917605876923
0.0006,12,768,128,48,4,4600,0.0953,4.0872,1339.0203123092651
0.0006,12,768,128,48,4,4700,0.0952,4.0850,1367.6768794059753
0.0006,12,768,128,48,4,4800,0.0944,4.1370,1396.3042418956757
0.0006,12,768,128,48,4,4900,0.0955,4.0493,1424.944085597992
0.0006,12,768,128,48,4,5000,0.0939,4.1263,1453.567843914032
0.0006,12,768,128,48,4,5100,0.0942,4.1971,1482.199913740158
0.0006,12,768,128,48,4,5200,0.0958,4.2017,1510.8318617343903
0.0006,12,768,128,48,4,5300,0.0927,4.1995,1539.475459098816
0.0006,12,768,128,48,4,5400,0.0929,4.1648,1568.111707687378
0.0006,12,768,128,48,4,5500,0.0927,4.2382,1596.768893957138
0.0006,12,768,128,48,4,5600,0.0912,4.2170,1625.416787147522
0.0006,12,768,128,48,4,5700,0.0917,4.2256,1654.0544114112854
0.0006,12,768,128,48,4,5800,0.0914,4.3127,1682.6927716732025
0.0006,12,768,128,48,4,5900,0.0918,4.3335,1711.3212263584137
0.0006,12,768,128,48,4,6000,0.0905,4.3045,1739.950826883316
0.0006,12,768,128,48,4,6100,0.0912,4.3228,1768.5898444652557
0.0006,12,768,128,48,4,6200,0.0908,4.3424,1797.215712070465
0.0006,12,768,128,48,4,6300,0.0915,4.3784,1825.8737807273865
0.0006,12,768,128,48,4,6400,0.0907,4.4132,1854.507094860077
0.0006,12,768,128,48,4,6500,0.0911,4.4314,1883.147619009018
0.0006,12,768,128,48,4,6600,0.0907,4.3831,1911.7713305950165
0.0006,12,768,128,48,4,6700,0.0904,4.4201,1940.4093639850616
0.0006,12,768,128,48,4,6800,0.0896,4.4023,1969.0434312820435
0.0006,12,768,128,48,4,6900,0.0896,4.4193,1997.6610715389252
0.0006,12,768,128,48,4,7000,0.0903,4.4693,2026.2954487800598
0.0006,12,768,128,48,4,7100,0.0897,4.4672,2054.925901889801
0.0006,12,768,128,48,4,7200,0.0891,4.5088,2083.5762255191803
0.0006,12,768,128,48,4,7300,0.0881,4.4539,2112.2070841789246
0.0006,12,768,128,48,4,7400,0.0885,4.4765,2140.8209438323975
0.0006,12,768,128,48,4,7500,0.0882,4.4861,2169.450432777405
0.0006,12,768,128,48,4,7600,0.0886,4.5306,2198.0888686180115
0.0006,12,768,128,48,4,7700,0.0884,4.5563,2226.7202155590057
0.0006,12,768,128,48,4,7800,0.0882,4.5928,2255.3518805503845
0.0006,12,768,128,48,4,7900,0.0884,4.5697,2283.990043401718
0.0006,12,768,128,48,4,8000,0.0878,4.6035,2312.6245744228363
0.0006,12,768,128,48,4,8100,0.0876,4.5803,2341.2664823532104
0.0006,12,768,128,48,4,8200,0.0874,4.5173,2369.920573949814
0.0006,12,768,128,48,4,8300,0.0871,4.5936,2398.569475889206
0.0006,12,768,128,48,4,8400,0.0875,4.5568,2427.2261044979095
0.0006,12,768,128,48,4,8500,0.0863,4.5918,2455.8717839717865
0.0006,12,768,128,48,4,8600,0.0866,4.5853,2484.5305535793304
0.0006,12,768,128,48,4,8700,0.0861,4.6915,2513.166151046753
0.0006,12,768,128,48,4,8800,0.0865,4.6955,2541.8219192028046
0.0006,12,768,128,48,4,8900,0.0861,4.5714,2570.4465539455414
0.0006,12,768,128,48,4,9000,0.0866,4.5709,2599.0806968212128
0.0006,12,768,128,48,4,9100,0.0862,4.6820,2627.7281572818756
0.0006,12,768,128,48,4,9200,0.0862,4.5906,2656.3631620407104
0.0006,12,768,128,48,4,9300,0.0861,4.7325,2685.011831998825
0.0006,12,768,128,48,4,9400,0.0860,4.7107,2713.658144235611
0.0006,12,768,128,48,4,9500,0.0858,4.7332,2742.3079409599304
0.0006,12,768,128,48,4,9600,0.0856,4.6962,2770.9424908161163
0.0006,12,768,128,48,4,9700,0.0853,4.7286,2799.586187362671
0.0006,12,768,128,48,4,9800,0.0852,4.7897,2828.207053422928
0.0006,12,768,128,48,4,9900,0.0849,4.7006,2856.835433959961
0.0006,8,512,128,48,6,0,4.6952,4.6859,12.384953260421753
0.0006,8,512,128,48,6,100,2.4792,2.5621,34.96409225463867
0.0006,8,512,128,48,6,200,2.1568,2.2935,57.55464839935303
0.0006,8,512,128,48,6,300,1.7727,2.0063,80.14157509803772
0.0006,8,512,128,48,6,400,1.5515,1.8554,102.7350754737854
0.0006,8,512,128,48,6,500,1.3812,1.7914,125.31274962425232
0.0006,8,512,128,48,6,600,1.2432,1.7682,147.8852686882019
0.0006,8,512,128,48,6,700,1.1219,1.7603,170.46281743049622
0.0006,8,512,128,48,6,800,1.0036,1.7786,193.04966735839844
0.0006,8,512,128,48,6,900,0.8950,1.8091,215.62706565856934
0.0006,8,512,128,48,6,1000,0.7929,1.8977,238.21086955070496
0.0006,8,512,128,48,6,1100,0.6679,1.9315,260.8160035610199
0.0006,8,512,128,48,6,1200,0.5630,2.0684,283.409921169281
0.0006,8,512,128,48,6,1300,0.4716,2.1856,306.02354860305786
0.0006,8,512,128,48,6,1400,0.3918,2.2776,328.6425971984863
0.0006,8,512,128,48,6,1500,0.3123,2.3814,351.2262110710144
0.0006,8,512,128,48,6,1600,0.2696,2.5409,373.8115875720978
0.0006,8,512,128,48,6,1700,0.2209,2.6538,396.4074115753174
0.0006,8,512,128,48,6,1800,0.1913,2.7702,418.98613595962524
0.0006,8,512,128,48,6,1900,0.1722,2.8717,441.58046555519104
0.0006,8,512,128,48,6,2000,0.1573,2.9352,464.1898338794708
0.0006,8,512,128,48,6,2100,0.1473,3.0063,486.7895448207855
0.0006,8,512,128,48,6,2200,0.1375,3.0907,509.4503540992737
0.0006,8,512,128,48,6,2300,0.1331,3.1560,532.0688462257385
0.0006,8,512,128,48,6,2400,0.1276,3.2795,554.6700985431671
0.0006,8,512,128,48,6,2500,0.1247,3.3034,577.2735378742218
0.0006,8,512,128,48,6,2600,0.1201,3.3990,599.8892223834991
0.0006,8,512,128,48,6,2700,0.1188,3.3687,622.4843609333038
0.0006,8,512,128,48,6,2800,0.1174,3.3950,645.0966238975525
0.0006,8,512,128,48,6,2900,0.1143,3.4385,667.6831245422363
0.0006,8,512,128,48,6,3000,0.1128,3.5036,690.2534341812134
0.0006,8,512,128,48,6,3100,0.1113,3.5800,712.8351891040802
0.0006,8,512,128,48,6,3200,0.1093,3.6369,735.4335889816284
0.0006,8,512,128,48,6,3300,0.1086,3.6230,758.0285983085632
0.0006,8,512,128,48,6,3400,0.1074,3.6968,780.6046679019928
0.0006,8,512,128,48,6,3500,0.1061,3.7331,803.1925382614136
0.0006,8,512,128,48,6,3600,0.1058,3.6753,825.7805361747742
0.0006,8,512,128,48,6,3700,0.1051,3.7385,848.3549435138702
0.0006,8,512,128,48,6,3800,0.1047,3.7621,870.9485609531403
0.0006,8,512,128,48,6,3900,0.1032,3.8079,893.5371141433716
0.0006,8,512,128,48,6,4000,0.1024,3.8402,916.1364047527313
0.0006,8,512,128,48,6,4100,0.1011,3.8407,938.7321348190308
0.0006,8,512,128,48,6,4200,0.1011,3.8088,961.3120107650757
0.0006,8,512,128,48,6,4300,0.1003,3.8125,983.8945116996765
0.0006,8,512,128,48,6,4400,0.0995,3.9260,1006.5006875991821
0.0006,8,512,128,48,6,4500,0.0999,3.8809,1029.079178094864
0.0006,8,512,128,48,6,4600,0.0998,3.8903,1051.666971206665
0.0006,8,512,128,48,6,4700,0.0984,3.8495,1074.2414011955261
0.0006,8,512,128,48,6,4800,0.0982,3.9816,1096.814352273941
0.0006,8,512,128,48,6,4900,0.0980,3.9437,1119.3902208805084
0.0006,8,512,128,48,6,5000,0.0967,4.0078,1141.9599034786224
0.0006,8,512,128,48,6,5100,0.0964,4.0612,1164.5403454303741
0.0006,8,512,128,48,6,5200,0.0972,3.9833,1187.1486566066742
0.0006,8,512,128,48,6,5300,0.0973,4.0471,1209.729520559311
0.0006,8,512,128,48,6,5400,0.0963,3.9996,1232.313398361206
0.0006,8,512,128,48,6,5500,0.0958,4.0101,1254.917338848114
0.0006,8,512,128,48,6,5600,0.0946,4.0527,1277.5040628910065
0.0006,8,512,128,48,6,5700,0.0949,4.0250,1300.0966835021973
0.0006,8,512,128,48,6,5800,0.0959,4.0551,1322.6909124851227
0.0006,8,512,128,48,6,5900,0.0942,4.1298,1345.2763330936432
0.0006,8,512,128,48,6,6000,0.0939,4.0731,1367.855045080185
0.0006,8,512,128,48,6,6100,0.0936,4.1704,1390.4522495269775
0.0006,8,512,128,48,6,6200,0.0929,4.1971,1413.0453968048096
0.0006,8,512,128,48,6,6300,0.0933,4.0160,1435.6463866233826
